13-08-2020 14:16:54.496,2209792,1597,
13-08-2020 14:16:54.496,2209792,1614,
13-08-2020 14:16:54.496,2209792,1629,
13-08-2020 14:16:54.496,2209792,1643,
13-08-2020 14:16:54.496,2209792,1644,
13-08-2020 14:16:54.496,2209792,1645,
13-08-2020 14:16:54.496,2209792,1627,
13-08-2020 14:16:54.496,2209792,1609,
13-08-2020 14:16:54.496,2209792,1577,
13-08-2020 14:16:54.496,2209792,1545,
13-08-2020 14:16:54.496,2209792,1521,
13-08-2020 14:16:54.496,2209792,1496,
13-08-2020 14:16:54.496,2209792,1505,
13-08-2020 14:16:54.496,2209792,1514,
13-08-2020 14:16:54.496,2209792,1580,
13-08-2020 14:16:54.496,2209792,1645,
13-08-2020 14:16:54.496,2209792,1771,
13-08-2020 14:16:54.496,2209792,1896,
13-08-2020 14:16:54.496,2209792,2067,
13-08-2020 14:16:54.496,2209792,2237,
13-08-2020 14:16:54.496,2209792,2417,
13-08-2020 14:16:54.496,2209792,2597,
13-08-2020 14:16:54.496,2209792,2749,
13-08-2020 14:16:54.496,2209792,2901,
13-08-2020 14:16:54.496,2209792,2986,
13-08-2020 14:16:54.496,2209792,3071,
13-08-2020 14:16:54.496,2209792,3071,
13-08-2020 14:16:54.496,2209792,3071,
13-08-2020 14:16:54.496,2209792,3071,
13-08-2020 14:16:54.496,2209792,3071,
13-08-2020 14:16:54.496,2209792,3023,
13-08-2020 14:16:54.496,2209792,2975,
13-08-2020 14:16:54.752,2211840,2918,
13-08-2020 14:16:54.752,2211840,2861,
13-08-2020 14:16:54.752,2211840,2814,
13-08-2020 14:16:54.752,2211840,2767,
13-08-2020 14:16:54.752,2211840,2732,
13-08-2020 14:16:54.752,2211840,2697,
13-08-2020 14:16:54.752,2211840,2670,
13-08-2020 14:16:54.752,2211840,2643,
13-08-2020 14:16:54.752,2211840,2618,
13-08-2020 14:16:54.752,2211840,2593,
13-08-2020 14:16:54.752,2211840,2568,
13-08-2020 14:16:54.752,2211840,2542,
13-08-2020 14:16:54.752,2211840,2520,
13-08-2020 14:16:54.752,2211840,2498,
13-08-2020 14:16:54.752,2211840,2487,
13-08-2020 14:16:54.752,2211840,2475,
13-08-2020 14:16:54.752,2211840,2480,
13-08-2020 14:16:54.752,2211840,2484,
13-08-2020 14:16:54.752,2211840,2505,
13-08-2020 14:16:54.752,2211840,2525,
13-08-2020 14:16:54.752,2211840,2556,
13-08-2020 14:16:54.752,2211840,2586,
13-08-2020 14:16:54.752,2211840,2615,
13-08-2020 14:16:54.752,2211840,2643,
13-08-2020 14:16:54.752,2211840,2659,
13-08-2020 14:16:54.752,2211840,2675,
13-08-2020 14:16:54.752,2211840,2672,
13-08-2020 14:16:54.752,2211840,2668,
13-08-2020 14:16:54.752,2211840,2647,
13-08-2020 14:16:54.752,2211840,2625,
13-08-2020 14:16:54.752,2211840,2594,
13-08-2020 14:16:54.752,2211840,2562,
13-08-2020 14:16:55.008,2213888,2531,
13-08-2020 14:16:55.008,2213888,2500,
13-08-2020 14:16:55.008,2213888,2477,
13-08-2020 14:16:55.008,2213888,2453,
13-08-2020 14:16:55.008,2213888,2438,
13-08-2020 14:16:55.008,2213888,2423,
13-08-2020 14:16:55.008,2213888,2409,
13-08-2020 14:16:55.008,2213888,2395,
13-08-2020 14:16:55.008,2213888,2374,
13-08-2020 14:16:55.008,2213888,2353,
13-08-2020 14:16:55.008,2213888,2320,
13-08-2020 14:16:55.008,2213888,2287,
13-08-2020 14:16:55.008,2213888,2245,
13-08-2020 14:16:55.008,2213888,2202,
13-08-2020 14:16:55.008,2213888,2155,
13-08-2020 14:16:55.008,2213888,2108,
13-08-2020 14:16:55.008,2213888,2066,
13-08-2020 14:16:55.008,2213888,2023,
13-08-2020 14:16:55.008,2213888,1984,
13-08-2020 14:16:55.008,2213888,1945,
13-08-2020 14:16:55.008,2213888,1902,
13-08-2020 14:16:55.008,2213888,1859,
13-08-2020 14:16:55.008,2213888,1798,
13-08-2020 14:16:55.008,2213888,1737,
13-08-2020 14:16:55.008,2213888,1645,
13-08-2020 14:16:55.008,2213888,1553,
13-08-2020 14:16:55.008,2213888,1428,
13-08-2020 14:16:55.008,2213888,1303,
13-08-2020 14:16:55.008,2213888,1164,
13-08-2020 14:16:55.008,2213888,1024,
13-08-2020 14:16:55.008,2213888,1024,
13-08-2020 14:16:55.008,2213888,1024,
13-08-2020 14:16:55.264,2215936,1024,
13-08-2020 14:16:55.264,2215936,1024,
13-08-2020 14:16:55.264,2215936,1024,
13-08-2020 14:16:55.264,2215936,1024,
13-08-2020 14:16:55.264,2215936,1024,
13-08-2020 14:16:55.264,2215936,1024,
13-08-2020 14:16:55.264,2215936,1024,
13-08-2020 14:16:55.264,2215936,1024,
13-08-2020 14:16:55.264,2215936,1046,
13-08-2020 14:16:55.264,2215936,1067,
13-08-2020 14:16:55.264,2215936,1119,
13-08-2020 14:16:55.264,2215936,1171,
13-08-2020 14:16:55.264,2215936,1220,
13-08-2020 14:16:55.264,2215936,1268,
13-08-2020 14:16:55.264,2215936,1311,
13-08-2020 14:16:55.264,2215936,1353,
13-08-2020 14:16:55.264,2215936,1390,
13-08-2020 14:16:55.264,2215936,1426,
13-08-2020 14:16:55.264,2215936,1456,
13-08-2020 14:16:55.264,2215936,1486,
13-08-2020 14:16:55.264,2215936,1506,
13-08-2020 14:16:55.264,2215936,1526,
13-08-2020 14:16:55.264,2215936,1532,
13-08-2020 14:16:55.264,2215936,1538,
13-08-2020 14:16:55.264,2215936,1528,
13-08-2020 14:16:55.264,2215936,1517,
13-08-2020 14:16:55.264,2215936,1495,
13-08-2020 14:16:55.264,2215936,1472,
13-08-2020 14:16:55.264,2215936,1447,
13-08-2020 14:16:55.264,2215936,1422,
